Multiplicity,Summarized Transverse Momentum,Spectators Energy Deposition,Multiplicity of soft particles,Multiplicity of hard particles,Impact Parameter
5,3.29222,264.546,1,1,2
104,41.4869,37.2369,26,25,0
35,12.2224,193.503,9,6,2
94,38.8942,99.1893,25,15,1
5,1.99449,235.504,0,3,2
10,3.50026,226.299,5,2,2
5,3.00763,265.111,0,1,2
84,31.4886,81.1365,27,20,1
17,6.85981,226.258,3,5,2
79,31.985,101.398,25,13,0
2,0.399486,264.285,1,0,2
1,0.240109,260.451,0,0,2
64,21.9791,146.118,19,12,1
18,7.73424,206.193,7,3,2
37,15.277,151.04,10,7,2
13,5.3938,220.573,2,2,2
44,19.5932,163.429,11,8,2
42,16.378,141.717,12,11,2
6,3.10065,252.266,1,0,2
5,2.15101,249.766,1,1,2
5,2.17771,244.337,1,2,2
111,44.8281,72.0251,24,27,0
103,46.7831,63.1059,28,17,0
31,12.3041,172.835,4,8,2
21,10.3072,208.994,5,2,2
75,30.5105,84.4034,22,22,1
41,18.1574,170.439,10,13,2
30,13.9039,189.879,5,4,2
24,8.4095,173.258,9,7,2
102,43.6433,43.7739,20,26,0
17,9.27097,201.491,3,4,2
70,29.5353,102.295,20,16,1
53,23.52,87.5305,14,7,1
53,21.8357,171.613,16,11,1
12,4.81702,243.923,2,3,2
14,5.20436,238.957,4,3,2
13,6.42219,213.943,2,1,2
40,16.8108,156.418,11,6,1
18,6.8729,226.131,6,3,2
44,16.3821,139.436,14,10,2
12,6.52741,229.12,2,3,2
28,12.532,205.851,9,8,2
92,41.3396,101.644,21,16,1
5,2.1415,237.229,0,0,2
44,20.4177,117.42,10,5,1
22,10.0895,221.734,5,3,2
5,3.18518,249.643,0,1,2
31,10.0552,158.114,8,6,2
27,11.0333,208.509,6,2,2
15,5.92768,226.925,3,5,2
72,28.5131,77.2931,15,10,0
5,1.12671,247.762,2,1,2
7,1.94241,227.387,2,0,2
48,20.5346,164.834,10,9,2
93,39.4914,96.2853,20,15,0
65,28.512,119.434,14,14,1
78,30.3755,121.125,23,17,0
5,2.34438,243.756,0,1,2
16,10.4256,212.666,2,5,2
32,11.6206,164.449,6,11,1
33,10.352,214.723,12,9,2
33,16.2728,144.642,3,9,2
93,37.4433,65.6549,25,18,1
14,4.98591,217.342,3,1,2
16,4.39498,181.169,4,3,1
115,55.7946,39.4063,28,23,0
59,24.7729,112.317,13,16,2
2,0.936045,257.902,0,1,2
7,2.85043,255.651,1,2,2
53,22.6936,154.488,10,6,1
69,29.4366,102.217,18,11,1
10,5.12811,246.261,1,0,2
40,16.2901,175.526,8,7,2
8,4.4152,242.779,1,2,2
65,25.0582,129.526,18,18,1
72,26.4813,76.0743,25,17,1
15,6.09303,230.147,4,4,2
30,10.3422,210.565,7,4,2
7,3.08848,247.867,0,1,2
63,26.3296,129.547,17,15,1
7,2.94546,241.352,1,2,2
2,1.07344,263.63,1,0,2
72,27.8748,112.004,16,16,1
112,44.1791,57.2752,29,22,0
78,35.4065,66.4512,13,16,1
37,13.6016,218.928,8,6,2
123,50.3653,43.2026,31,27,0
14,4.43191,250.63,3,2,2
58,23.3913,104.118,16,12,2
74,29.4202,127.85,19,12,1
49,18.9005,152.195,15,11,1
6,3.39778,226.984,1,2,2
16,6.922,226.359,4,2,2
28,9.93485,220.949,9,5,2
49,22.85,121.055,9,12,1
10,3.27211,259.249,3,1,2
14,6.99071,248.28,3,4,2
10,2.49997,265.105,5,1,2
16,7.18749,172.12,2,2,2
30,11.7231,238.989,7,3,2
41,17.2406,181.333,11,8,2
81,33.5227,130.095,21,16,0
27,12.3017,216.262,8,4,2
17,6.54062,241.505,9,2,2
99,45.1812,76.0176,21,30,0
60,23.7109,100.564,17,10,1
11,4.74246,227.426,3,4,2
11,5.57044,247.409,0,6,2
42,16.9771,154.956,10,8,1
6,1.90355,267.951,3,0,2
34,12.7284,175.95,8,12,2
37,12.077,208.882,10,5,2
13,3.32037,249.637,6,3,2
79,30.8083,86.1158,21,14,1
3,1.0619,267.908,0,1,2
25,10.9865,192.315,4,3,1
72,28.4693,113.977,19,10,1
80,34.0669,77.6607,20,13,1
96,39.1974,89.3299,22,13,0
6,1.90583,258.978,2,2,2
47,20.9926,134.348,9,11,1
37,13.4673,132.401,11,6,2
38,12.3024,166.892,12,5,2
30,12.5831,185.024,5,6,2
40,17.8299,174.583,13,11,2
12,4.23265,254.123,4,3,2
1,0.318326,267.207,0,0,2
68,27.4016,118.108,18,14,1
21,10.8841,219.336,5,4,2
14,5.93489,221.94,2,3,2
34,17.6071,143.894,8,6,2
36,21.1548,209.026,4,6,2
85,36.6195,53.5054,23,13,0
68,32.1112,120.599,15,10,1
22,10.2368,235.462,3,5,2
43,18.6627,178.887,12,8,1
23,10.0775,219.862,4,5,2
8,4.33386,223.839,0,4,2
88,38.9639,65.7826,16,19,1
12,3.39909,248.715,3,1,2
7,3.24073,259.361,3,1,2
79,34.9489,104.801,19,18,1
73,30.4875,95.5253,19,8,1
76,34.6223,100.252,21,22,1
99,45.6055,54.24,26,19,0
24,9.83383,227.921,5,6,2
8,3.45471,264.089,3,2,2
38,16.703,199.487,9,4,2
34,16.8808,190.229,5,4,1
33,13.1256,200.646,6,9,2
6,2.16368,232.139,1,1,2
91,36.446,95.8323,25,19,1
31,12.2108,197.151,6,8,2
71,31.5992,86.6307,13,15,0
5,2.53333,254.53,1,3,2
36,17.1148,155.599,6,6,1
30,10.4617,164.427,11,8,2
16,9.01776,221.658,6,1,2
48,18.9755,128.302,17,5,1
73,28.9672,116.893,21,13,1
70,30.8751,95.6476,18,16,1
13,5.79932,184.877,2,2,2
10,4.70877,242.417,2,2,2
65,24.9968,123.789,17,16,1
44,16.6977,176.566,12,3,1
85,33.5805,71.3015,22,21,1
18,8.7759,233.736,1,3,2
12,6.11954,219.903,3,4,2
19,8.30588,185.325,5,5,2
21,10.4865,193.539,2,4,2
38,21.929,168.808,5,8,2
51,19.2505,141.33,12,12,1
19,8.98262,241.796,4,7,2
20,8.61206,209.061,5,3,2
47,19.6701,155.049,10,7,1
40,14.7559,186.975,12,11,2
7,2.34861,255.918,2,2,2
12,4.58657,232.206,4,1,2
13,5.48022,242.254,3,6,2
49,21.2962,143.811,15,6,2
29,14.1692,219.08,6,6,2
17,6.86492,232.93,3,3,2
63,26.4174,74.8323,14,10,1
3,1.56174,228.407,1,0,2
82,35.7214,89.66,15,13,1
10,3.01853,254.745,4,0,2
2,0.546586,253.49,0,0,2
2,0.391528,260.802,1,0,2
72,29.3541,83.598,19,12,0
107,39.6641,63.0895,37,18,0
20,8.58601,221.318,5,5,2
2,0.609038,239.316,0,1,2
27,11.6799,205.555,6,6,2
35,13.4289,201.86,9,8,2
18,6.69249,249.722,5,1,2
70,35.0352,100.578,13,15,1
1,1.17003,245.73,0,0,2
18,6.24504,197.358,4,7,2
17,4.6899,199.38,9,1,2
9,4.03012,232.278,2,1,2
4,2.47284,250.979,0,2,2
45,17.3197,170.79,7,13,1
19,10.4093,227.44,4,4,1
95,41.096,61.7883,20,16,0
17,5.75926,247.189,7,2,2
63,25.185,112.101,11,13,1
47,21.2157,112.034,8,8,1
80,36.8574,105.199,13,18,1
27,9.50998,216.619,9,2,2
8,3.92168,206.63,2,3,2
25,8.38643,218.813,9,8,2
68,29.2307,68.6924,19,17,0
8,2.49096,245.893,2,1,2
5,2.42139,263.42,0,0,2
19,5.31322,229.225,9,2,2
78,30.457,98.43,25,10,1
12,4.5718,261.437,4,2,2
8,3.06134,238.152,1,1,2
15,5.74539,230.385,3,4,2
27,11.0081,186.934,6,4,1
7,4.02994,259.94,1,1,2
25,10.3593,212.094,8,9,2
9,3.36803,247.711,3,1,2
13,4.47333,244,7,2,2
13,4.32829,223.835,3,4,2
37,17.4889,169.725,7,6,2
5,1.52984,253.522,1,1,2
67,28.0774,81.4943,19,19,1
48,23.2473,144.936,8,12,1
48,18.0793,144.236,12,10,2
68,32.0154,93.4887,15,15,1
10,3.72702,238.704,0,4,2
46,19.0245,188.332,10,14,1
33,14.5774,155.873,6,12,1
53,23.5913,146.423,10,8,2
61,26.7525,109.25,9,17,2
18,7.23079,236.611,5,1,2
4,1.13297,256.199,1,1,2
13,5.2701,241.447,2,6,2
48,23.1671,136.083,9,12,1
96,37.0805,53.3749,21,13,1
105,40.502,61.1092,21,20,1
64,29.7266,136.544,13,13,1
23,8.62307,192.316,7,3,2
66,23.9996,109.045,21,13,0
132,55.7008,63.5673,35,23,0
83,30.8771,114.207,24,17,1
17,5.97997,231.513,5,0,2
51,22.5685,147.641,14,10,2
23,8.26615,208.597,9,3,2
17,7.11482,205.87,4,3,2
5,2.6377,248.584,2,0,2
38,13.4973,215.461,14,7,2
72,32.8855,86.1782,18,10,1
119,49.5575,59.2562,28,19,0
105,46.3903,62.8558,23,26,0
3,1.24513,244.995,1,0,2
1,0.810423,243.101,0,0,2
36,15.2225,197.293,9,8,2
47,18.0662,165.7,10,9,1
7,4.53012,243.062,2,2,2
14,5.15822,201.857,3,2,2
10,4.18488,202.267,1,3,2
5,2.58834,259.967,1,1,2
9,3.7273,237.26,1,1,2
6,2.40601,244.277,3,0,2
50,21.6426,84.7706,11,12,1
28,13.1921,178.616,3,7,1
80,37.3025,64.3831,20,15,0
30,12.0604,168.499,9,6,2
9,3.52659,263.64,1,3,2
23,9.4788,216.677,4,7,2
51,21.9191,164.712,11,5,1
78,33.827,118.339,12,21,2
64,24.4917,139.119,18,15,1
19,5.53234,219.705,8,3,2
75,31.5959,84.946,17,20,1
27,12.3565,200.781,3,5,2
92,36.7912,121.417,27,18,1
8,3.10664,260.471,2,1,2
99,39.599,70.871,29,18,0
16,7.78818,205.354,5,3,2
17,5.23393,244.698,5,1,2
86,32.1648,86.8307,28,16,1
3,1.77379,259.363,0,1,2
34,16.4166,159.79,7,4,1
1,0.237406,263.638,0,0,2
61,24.7145,111.511,18,11,1
60,23.1956,149.401,18,17,1
14,3.82195,264.31,5,1,2
13,5.67034,249.533,1,6,2
42,19.5813,129.835,6,11,2
31,11.0682,206.352,10,9,2
97,42.1829,85.1946,14,28,0
15,6.61469,190.734,4,0,2
29,11.7628,177.677,6,8,1
3,0.86272,254.696,0,0,2
18,8.13068,210.312,2,4,2
1,0.3599,268.585,0,0,2
78,36.8571,60.3053,14,14,1
50,19.6655,163.434,15,9,1
16,7.02722,209.672,2,3,2
66,31.5632,91.8116,16,13,0
30,11.4075,190.341,5,5,2
82,37.9897,84.2314,17,13,0
9,2.29428,264.693,3,0,2
10,4.2108,249.417,3,4,2
15,6.60937,242.101,2,5,2
26,13.4823,188.532,3,10,2
23,10.9388,207.266,4,2,2
28,15.0142,197.192,5,4,2
43,20.5697,145.859,8,5,2
10,3.86805,227.463,2,4,2
37,16.6147,173.843,8,4,2
45,20.1515,147.582,11,8,1
63,30.6281,136.055,15,13,1
41,18.0481,184.408,9,10,1
5,2.85816,251.919,1,1,2
25,10.1956,194.286,6,8,2
14,6.35497,224.009,2,5,2
43,17.8641,208.187,13,8,2
44,20.3646,130.074,11,11,1
1,0.195806,263.194,1,0,2
87,35.7339,80.6497,21,16,0
119,45.8702,42.908,28,17,0
13,5.7084,243.079,3,2,2
60,35.8478,120.473,11,9,1
70,33.7749,133.518,18,15,1
53,21.4928,141.598,16,7,2
8,2.32433,229.042,3,1,2
58,25.4095,70.5931,14,13,1
77,33.2969,103.552,21,19,1
56,25.4029,117.785,11,12,2
41,16.571,158.152,8,10,2
28,12.6868,227.861,9,7,2
84,37.7233,75.5599,14,17,1
64,30.1964,100.903,16,16,1
16,7.7943,219.202,3,2,2
13,4.72134,258.522,6,4,2
31,15.9007,164.311,5,9,2
92,39.9598,67.1748,16,19,0
18,7.41254,248.858,4,4,2
47,19.2916,199.598,11,11,2
16,6.44068,227.999,2,4,2
57,21.7376,115.747,13,11,1
98,41.4582,69.531,29,20,0
23,11.0002,219.281,4,7,2
4,2.70938,257.911,0,0,2
23,8.16635,215.914,8,1,2
3,4.08441,265.885,1,0,2
76,32.9152,115.177,17,23,1
10,5.15357,223.207,1,2,2
47,15.1241,188.045,13,7,2
46,17.9771,144.671,11,12,2
17,7.58276,146.056,2,2,2
23,9.31431,213.275,6,7,2
13,5.79563,210.368,3,2,2
18,6.1577,226.326,5,6,1
92,31.6004,92.1819,27,21,1
13,6.50625,196.356,4,3,2
25,12.458,210.77,6,8,1
40,15.151,151.213,10,8,2
74,32.0794,108.56,20,16,1
35,15.6116,140.249,10,7,2
53,27.1287,132.901,12,13,1
38,15.7325,127.862,11,11,1
30,12.3004,226.859,4,7,2
18,9.23844,202.771,5,1,2
105,45.5384,66.9743,25,17,0
45,21.6751,200.557,15,5,2
1,0.525691,260.475,0,1,2
47,22.9771,129.247,6,11,1
13,4.98924,216.917,6,2,2
11,4.59686,265.129,1,6,2
49,17.776,158.066,13,11,2
55,21.3971,137.866,13,20,1
29,14.8671,192.491,8,5,2
11,4.9508,191.815,4,0,2
10,2.52954,229.924,4,1,2
42,13.4519,187.219,16,8,2
79,31.8602,91.3437,14,22,0
25,10.987,217.4,6,6,2
46,22.5173,174.989,14,3,1
17,6.96264,172.755,4,4,2
13,6.27079,198.035,3,1,2
54,21.3632,142.354,11,13,1
2,0.506792,263.965,1,0,2
15,9.03505,213.741,2,4,2
16,4.74309,219.771,8,4,2
22,7.11338,164.87,6,6,1
8,2.03654,244.037,4,0,2
11,4.7736,227.864,2,2,2
50,23.0324,157.22,9,15,2
25,9.52794,161.682,7,5,1
38,17.6152,187.089,6,7,2
79,36.1674,102.3,12,17,1
65,25.7251,79.6066,14,12,2
62,26.7077,113.069,17,12,1
20,9.32361,214.007,4,4,2
11,5.65457,242.892,2,3,2
31,13.9848,193.272,7,8,2
13,5.1854,238.059,1,5,2
31,13.2275,173.506,5,6,2
7,2.21789,254.11,4,2,2
12,5.6193,229.774,2,6,2
17,6.10368,232.85,4,4,2
43,15.6217,163.147,10,8,1
21,7.38023,235.71,6,4,2
22,8.94572,204.125,5,4,2
76,31.6806,128.802,17,15,1
20,9.51863,205.595,5,6,2
27,10.7209,228.649,8,8,2
28,10.3403,201.773,5,3,2
89,38.4547,66.8341,14,27,1
8,3.18114,242.268,1,1,2
62,25.816,102.817,15,12,1
113,46.6486,49.8743,22,25,0
3,1.02431,257.837,1,0,2
21,8.5938,226.446,6,5,2
74,30.2639,83.4395,17,14,1
16,5.10797,227.679,6,5,2
10,4.10055,224.546,3,1,2
19,8.18993,227.799,4,3,2
22,8.80014,223.186,5,7,2
89,32.7403,45.7324,18,21,0
48,22.3312,126.502,9,13,1
11,4.87625,245.816,2,2,2
46,21.0209,115.5,9,13,1
9,2.47025,212.974,4,0,2
34,14.907,188.051,12,4,2
71,29.4954,128.857,23,13,1
3,0.710653,258.774,1,0,2
36,17.6965,185.195,8,5,2
10,3.19511,258.669,4,3,2
42,20.2221,192.132,11,11,2
50,19.4078,146.628,16,9,1
1,0.14646,239.251,1,0,2
10,3.75498,230.212,2,2,2
15,6.99769,237.706,3,4,2
3,1.32045,258.872,0,2,2
25,9.80097,233.348,3,6,2
19,7.08501,213.314,5,3,2
7,2.1999,243.993,2,0,2
45,21.0095,154.895,12,9,2
45,17.099,111.759,15,9,1
12,6.33256,246.396,1,3,2
57,25.7154,123.863,13,9,1
91,41.7625,115.335,19,20,0
90,36.3195,59.7001,24,23,0
23,9.24173,230.656,4,5,2
37,15.0936,172.967,9,9,1
34,16.5401,182.393,5,6,2
37,18.9651,149,6,8,1
13,5.50727,223.876,3,1,2
25,9.36165,209.606,5,8,2
45,19.1584,147.571,8,16,2
62,24.764,147.703,13,16,1
55,23.7629,125.538,9,13,1
33,15.3938,183.564,7,6,2
58,24.7293,141.487,14,12,1
86,32.9798,79.1705,28,17,1
56,24.8891,146.571,8,12,1
50,19.3858,134.104,11,10,2
46,16.7573,204.033,11,14,2
102,43.4864,64.2368,34,16,0
21,9.20591,189.704,4,9,2
54,25.476,94.7822,15,12,1
35,14.3095,197.672,11,6,2
9,4.5663,240.324,2,4,2
4,1.44772,252.344,1,2,2
10,4.43188,242.37,1,2,2
17,7.20674,211.905,2,3,2
72,32.1458,69.3327,20,15,1
32,13.6552,141.348,8,9,2
14,8.12739,205.943,2,1,2
19,7.12459,230.066,4,2,2
8,2.49889,254.674,4,0,2
65,33.4467,97.1774,15,12,1
22,12.6249,202.915,2,7,2
43,20.0985,175.485,11,7,2
9,2.9636,258.581,1,3,2
3,2.50268,264.001,0,1,2
26,11.9977,205.471,6,5,2
40,14.419,190.91,14,8,2
7,4.12767,238.085,0,4,2
40,19.0455,158.278,9,6,2
48,23.9166,165.555,11,11,1
9,5.73846,238.06,1,0,2
29,11.4797,195.577,10,1,2
10,4.63177,241.154,0,1,2
9,3.52045,264.433,1,1,2
5,1.69848,263.75,1,2,2
45,21.4886,159.272,9,6,1
11,4.36847,213.507,3,4,2
102,37.3738,38.9492,32,14,0
70,32.7342,138.035,15,18,1
18,7.59209,183.51,5,2,2
4,1.56411,262.753,1,1,2
6,4.13864,264.649,2,0,2
71,33.7618,139.484,13,18,1
40,18.5821,178.208,11,10,2
12,4.55782,260.013,5,2,2
47,20.2276,131.113,14,9,1
12,8.5683,228.955,1,1,2
28,9.4935,207.562,11,5,2
84,35.9441,98.6307,18,16,1
109,45.1787,96.3213,24,26,1
43,18.162,162.455,5,11,1
24,9.86315,196.232,5,8,2
67,29.894,112.45,16,17,0
19,10.0765,188.381,5,3,2
12,4.17941,216.377,3,2,2
2,0.261195,232.295,2,0,2
15,5.45103,213.14,7,0,2
81,34.3449,95.1913,19,14,1
12,5.54665,230.902,2,4,2
24,11.8355,200.405,4,2,2
8,3.32655,248.395,2,1,2
83,32.0237,101.29,27,18,1
49,21.4771,150.547,8,9,1
11,5.30689,207.789,3,3,2
70,28.8103,143.913,14,15,2
84,32.8861,105.901,21,14,1
15,5.70495,250.334,5,3,2
13,5.8226,247.849,1,3,2
2,0.217904,259.724,2,0,2
16,6.62597,248.846,3,6,2
9,2.73907,228.8,2,2,1
12,5.25346,254.19,2,3,2
6,4.8669,214.827,0,1,2
20,8.23828,216.254,7,3,2
20,7.69661,219.457,3,7,1
13,4.89672,209.032,5,3,2
23,7.95495,228.219,7,5,1
20,9.40445,198.72,6,4,2
19,6.63818,223.808,4,5,2
36,14.8529,178.781,6,7,2
59,27.2867,101.328,10,21,1
53,21.7405,96.5365,9,16,1
110,49.4101,32.5338,21,23,0
33,14.3773,222.086,6,10,2
9,3.77513,234.653,2,4,2
29,12.1103,189.302,5,10,2
15,5.3216,198.713,5,3,2
2,0.568982,205.983,0,0,2
83,25.8554,107.413,29,21,1
27,11.4869,202.762,6,7,2
17,8.42378,204.305,4,3,2
15,9.48524,239.4,1,5,2
10,3.33426,259.408,4,3,2
60,21.9974,104.15,20,9,1
35,13.5516,165.854,10,6,2
9,3.3961,230.94,2,1,2
63,26.5929,128.347,14,10,1
19,6.97781,233.255,7,2,2
20,7.68604,190.218,5,3,2
42,19.041,164.556,9,8,2
1,0.969667,224.685,0,0,2
31,10.6497,116.436,8,7,2
55,25.3388,165.95,13,21,1
26,10.9503,191.395,7,6,1
57,23.0101,143.44,12,16,1
20,8.46651,207.214,8,2,2
4,1.10344,230.471,2,1,2
35,15.9633,192.796,9,5,2
50,20.9959,191.107,14,11,2
48,18.7071,163.561,11,8,2
52,22.5835,117.04,14,9,1
27,11.1464,168.634,10,3,2
55,23.1829,163.904,15,13,2
26,11.0049,143.026,3,5,2
8,4.86053,245.784,0,0,2
20,6.82105,183.047,8,2,2
90,40.1698,87.9702,15,16,1
81,34.0414,71.5813,28,11,0
89,38.7535,71.164,28,20,0
55,30.9378,108.416,9,9,1
26,12.3017,206.333,5,6,2
49,21.8221,163.959,12,10,2
60,27.903,105.456,16,11,1
8,3.58082,258.669,1,1,2
14,5.22212,242.492,3,1,2
12,4.05588,236.844,3,1,2
10,4.54843,243.308,1,4,2
13,5.10025,237.158,2,3,2
6,2.78906,255.288,0,1,2
41,18.551,145.985,9,7,2
61,26.4142,140.375,16,17,2
3,0.596789,266.003,2,0,2
27,10.2043,241.822,3,7,2
6,1.6855,246.53,1,1,2
14,6.35033,238.664,3,4,2
24,11.1807,207.187,5,5,2
3,2.12958,260.472,0,0,2
6,3.48076,261.403,0,3,2
14,4.74304,228.575,5,5,2
77,29.8161,114.962,16,14,1
64,29.2169,107.43,12,16,1
104,38.3473,47.449,25,25,1
11,3.56607,232.935,4,2,2
2,0.942518,263.713,0,1,2
89,40.4749,85.7103,17,19,0
13,6.73851,219.403,1,4,2
1,0.952454,267.191,0,0,2
19,8.52614,217.315,4,5,2
37,14.1431,183.704,9,6,2
28,12.2749,237.054,2,10,2
45,16.7317,192.448,16,7,1
46,19.4196,143.689,14,6,2
13,4.83707,242.432,2,3,2
26,12.3454,185.345,4,9,2
46,19.0367,139.718,12,7,1
8,4.40851,236.232,0,3,2
62,24.1646,123.746,14,14,1
7,1.49809,254.394,3,1,2
74,33.5013,81.1562,20,16,1
54,23.2467,145.502,13,13,2
75,30.8172,107.054,16,19,1
7,2.76529,254.211,2,1,2
97,43.0443,66.8331,24,26,0
36,14.1509,163.77,7,6,1
73,34.2364,100.576,16,14,0
28,8.35583,197.75,9,8,2
7,2.95495,250.188,2,1,2
67,27.0103,131.475,23,11,1
12,4.90486,233.947,4,0,2
73,31.4914,86.4745,16,15,0
11,3.36502,236.894,5,1,2
100,40.5553,62.8461,22,18,0
18,8.19988,178.68,1,4,2
23,10.6279,215.987,6,5,2
31,13.3976,169.075,10,8,1
55,22.4176,107.268,14,11,1
24,8.25666,209.507,7,2,2
26,10.904,172.052,4,5,2
2,1.17405,258.914,0,0,2
114,48.2295,78.8872,30,25,0
5,2.13017,264.89,2,1,2
73,25.3388,124.586,19,13,1
84,34.5346,69.0312,20,20,1
37,11.7435,175.168,10,6,2
104,51.6539,67.8297,19,21,0
97,36.9887,78.4513,24,17,0
9,5.44866,228.285,1,1,2
59,23.8047,129.9,18,9,1
13,4.12828,215.857,3,2,2
25,10.8179,226.413,4,5,2
103,46.6896,92.4947,19,20,0
6,2.00076,240.28,2,2,2
25,10.9992,196.708,5,5,2
60,25.3361,118.676,10,22,1
31,10.9798,146.419,10,8,1
10,3.63237,256.391,3,2,2
19,8.73395,205.524,5,3,2
33,11.2321,207.465,11,6,2
26,12.1202,200.11,8,5,2
40,16.2736,157.927,6,12,2
8,1.45044,256.14,5,0,2
1,0.142051,271.653,1,0,2
18,6.48837,211.52,5,2,2
7,3.24773,225.271,3,1,2
8,2.75786,259.528,3,2,2
89,35.3026,121.67,19,18,1
6,3.19477,250.184,2,1,2
37,14.5931,154.898,13,3,2
18,10.0142,226.421,5,3,2
25,9.47243,168.198,7,7,2
29,10.3036,234.056,6,7,2
32,12.6525,177.165,11,7,1
48,20.4953,149.218,13,7,1
7,1.81066,264.868,4,0,2
1,0.769683,256.727,0,0,2
12,5.38494,180.563,3,2,2
15,6.11809,221.291,5,1,2
83,36.0886,81.947,20,14,0
96,42.2266,78.7058,19,15,0
14,8.43043,215.507,2,0,2
3,1.43851,249.502,0,1,2
13,5.39688,252.775,2,3,2
40,16.187,167.683,7,9,2
11,5.64089,229.835,1,5,2
31,10.5055,119.633,12,5,1
28,11.942,212.133,7,8,2
23,9.40104,186.236,7,3,2
18,9.764,222.514,3,2,2
95,36.7116,71.1797,29,11,0
18,5.57858,217.022,5,1,2
63,21.9091,83.1363,22,10,2
28,12.4432,153.91,4,10,2
33,15.7825,195.675,6,5,2
12,4.06682,235.799,5,1,2
3,1.13784,262.942,0,1,2
95,34.257,53.6919,24,20,0
3,3.11607,243.763,0,0,2
52,19.7059,146.028,16,13,1
23,8.88711,219.641,7,2,2
120,55.3439,58.6229,29,17,1
37,17.5575,166.917,7,11,2
21,10.8739,175.394,2,3,2
5,2.3035,245.947,0,2,2
37,16.221,185.075,8,9,1
17,6.05303,217.594,5,4,2
42,15.0815,135.232,11,7,1
22,8.41535,190.91,6,5,2
23,8.19498,216.575,5,3,1
31,11.9549,185.787,8,9,2
35,15.9782,123.42,8,2,2
18,6.3421,221.898,3,6,2
84,34.8952,102.481,23,20,1
20,8.68188,154.791,5,3,1
9,3.6548,249.699,1,0,2
72,30.7412,138.564,18,14,1
32,12.2561,186.617,11,7,2
19,9.19648,228.12,1,4,2
6,1.70256,254.827,3,3,2
50,20.5536,150.241,14,12,1
48,18.5618,174.433,13,8,1
77,32.5328,92.4364,18,18,0
50,23.5207,138.082,8,14,0
16,6.23553,214.389,4,3,2
61,24.1322,145.362,15,10,2
14,7.72279,248.286,3,4,2
7,1.7822,260.184,3,2,2
105,42.6953,89.6254,23,19,1
47,17.6957,138.887,13,11,1
24,10.779,215.353,6,8,2
13,5.41069,242.776,2,2,2
5,1.2543,238.803,2,1,2
24,9.80694,187.428,5,11,2
76,29.6897,94.1006,17,15,1
108,38.3318,59.7933,32,22,0
17,8.46465,211.899,2,2,2
65,26.8717,107.322,19,14,1
21,8.83688,215.941,3,5,1
62,25.906,91.3214,10,12,0
53,22.9491,119.689,15,7,1
104,39.8434,82.9051,25,20,0
13,4.96928,226.237,4,1,2
12,6.40489,201.675,1,2,2
47,16.0104,166.847,16,5,2
32,10.8237,195.818,12,3,2
59,24.9104,125.549,13,17,2
58,25.4715,148.512,13,10,1
16,5.7702,244.588,4,3,2
7,2.05833,259.63,3,1,2
15,4.78681,181.794,4,3,2
93,42.7278,77.7525,18,18,0
65,32.6491,120.83,16,15,1
43,18.3809,187.411,10,10,2
4,1.35874,269.163,2,0,2
10,4.4322,246.76,1,3,2
16,5.98412,233.21,2,2,2
13,6.65973,240.865,0,4,2
15,5.19175,258.415,4,4,2
127,50.2991,64.2342,38,25,0
18,5.61743,182.861,5,6,2
5,0.936324,249.889,2,0,2
27,13.5987,192.217,4,9,2
12,4.85362,223.291,2,4,2
16,6.16696,248.87,6,4,2
22,9.43175,183.813,3,5,2
13,6.40019,210.329,3,3,2
22,9.59749,208.912,3,8,2
30,11.9792,213.687,9,10,2
103,43.431,73.6769,30,18,1
20,7.30254,186.268,5,2,2
95,38.9554,75.6091,21,12,0
13,3.6642,249.774,4,4,2
30,11.719,201.547,5,5,2
48,20.9121,165.76,12,8,1
25,8.19662,228.228,8,2,2
13,4.94517,243.528,4,1,2
27,12.0836,183.219,4,5,2
90,39.8867,67.6662,21,21,0
95,42.0806,94.3644,21,19,1
33,11.3775,218.15,10,7,2
20,7.46268,199.229,5,5,2
23,9.47359,237.306,6,4,2
13,5.0506,236.607,2,3,2
15,7.16996,233.007,7,1,2
30,11.3053,163.178,10,4,2
20,8.61932,226.071,3,4,2
58,27.4404,137.342,10,10,1
104,45.9897,61.2312,28,24,0
47,21.6946,134.415,11,9,1
64,25.342,79.0809,16,11,1
17,8.25726,244.121,1,5,2
23,8.1826,195.04,5,3,1
44,20.4564,148.931,4,8,1
19,6.51234,173.007,5,5,2
81,34.1796,72.3883,21,18,0
3,1.36855,268.777,0,2,2
117,48.8157,40.6502,30,21,0
56,24.2252,110.893,8,9,1
41,20.3455,166.03,12,4,2
55,25.4116,134.719,6,15,1
8,2.82247,206.92,1,3,2
32,12.9768,202.899,9,9,2
18,6.78145,212.511,7,2,2
5,2.16281,245.239,2,1,2
24,11.0543,223.601,6,7,2
108,42.7446,68.4145,31,20,0
70,30.6422,151.124,18,16,1
54,24.8049,130.767,12,12,1
3,1.34706,229.205,1,0,2
37,12.3465,172.749,9,5,2
23,6.9881,175.921,8,4,2
7,2.60131,242.809,1,2,2
17,5.73167,243.193,3,5,2
19,8.26192,226.973,5,2,2
21,9.98517,226.829,4,4,2
1,0.589978,254.283,0,1,2
63,24.7063,140.404,16,13,1
30,13.7628,215.403,2,7,2
29,13.8294,183.822,6,7,1
25,8.64025,200.897,10,7,1
